pl_name,disc_year,discoverymethod
"Kepler-1030 b",2016,"Transit"
"Kepler-537 b",2016,"Transit"
"K2-30 b",2016,"Transit"
"K2-90 c",2016,"Transit"
"Kepler-1189 b",2016,"Transit"
"Kepler-1045 b",2016,"Transit"
"Kepler-1339 b",2016,"Transit"
"Kepler-668 b",2016,"Transit"
"Kepler-735 b",2016,"Transit"
"Kepler-1234 b",2016,"Transit"
"Kepler-1153 b",2016,"Transit"
"Kepler-1377 b",2016,"Transit"
"Kepler-1171 b",2016,"Transit"
"Kepler-1207 b",2016,"Transit"
"Kepler-1283 b",2016,"Transit"
"K2-24 c",2016,"Transit"
"Kepler-626 b",2016,"Transit"
"Kepler-545 b",2016,"Transit"
"Kepler-176 e",2016,"Transit"
"Kepler-1623 b",2016,"Transit"
"Kepler-846 b",2016,"Transit"
"Kepler-1022 b",2016,"Transit"
"K2-72 e",2016,"Transit"
"K2-59 b",2016,"Transit"
"Kepler-595 b",2016,"Transit"
"WASP-140 b",2016,"Transit"
"Kepler-768 b",2016,"Transit"
"K2-45 b",2016,"Transit"
"HD 35759 b",2016,"Radial Velocity"
"HATS-11 b",2016,"Transit"
"Kepler-624 b",2016,"Transit"
"Kepler-681 b",2016,"Transit"
"Kepler-716 b",2016,"Transit"
"Kepler-536 b",2016,"Transit"
"Kepler-510 b",2016,"Transit"
"Kepler-935 b",2016,"Transit"
"Kepler-245 e",2016,"Transit"
"Kepler-695 b",2016,"Transit"
"Kepler-583 b",2016,"Transit"
"Kepler-132 e",2016,"Transit"
"Kepler-937 c",2016,"Transit"
"Kepler-720 b",2016,"Transit"
"Kepler-1007 b",2016,"Transit"
"K2-39 b",2016,"Transit"
"K2-43 b",2016,"Transit"
"Kepler-787 b",2016,"Transit"
"Kepler-753 b",2016,"Transit"
"Kepler-839 b",2016,"Transit"
"Kepler-610 b",2016,"Transit"
"Kepler-703 b",2016,"Transit"
"Kepler-1450 b",2016,"Transit"
"Kepler-1258 b",2016,"Transit"
"Kepler-1409 b",2016,"Transit"
"Kepler-1287 b",2016,"Transit"
"Kepler-1133 b",2016,"Transit"
"Kepler-1357 b",2016,"Transit"
"Kepler-1464 b",2016,"Transit"
"Kepler-1523 b",2016,"Transit"
"K2-57 b",2016,"Transit"
"K2-86 b",2016,"Transit"
"Kepler-512 b",2016,"Transit"
"Kepler-603 d",2016,"Transit"
"Kepler-658 b",2016,"Transit"
"EPIC 211822797 b",2016,"Transit"
"Kepler-881 b",2016,"Transit"
"Kepler-890 b",2016,"Transit"
"TRAPPIST-1 d",2016,"Transit"
"V830 Tau b",2016,"Radial Velocity"
"Kepler-981 b",2016,"Transit"
"K2-42 b",2016,"Transit"
"Kepler-607 b",2016,"Transit"
"Kepler-663 b",2016,"Transit"
"HD 219828 c",2016,"Radial Velocity"
"Kepler-1010 b",2016,"Transit"
"Kepler-571 b",2016,"Transit"
"Kepler-859 b",2016,"Transit"
"Kepler-1077 b",2016,"Transit"
"Kepler-1173 b",2016,"Transit"
"Kepler-1563 b",2016,"Transit"
"Kepler-1567 b",2016,"Transit"
"Kepler-1095 b",2016,"Transit"
"Kepler-1219 b",2016,"Transit"
"Kepler-1264 b",2016,"Transit"
"Kepler-1340 b",2016,"Transit"
"Kepler-1495 b",2016,"Transit"
"Kepler-1403 b",2016,"Transit"
"Kepler-1449 b",2016,"Transit"
"Kepler-1439 b",2016,"Transit"
"Kepler-1602 b",2016,"Transit"
"Kepler-1109 b",2016,"Transit"
"Kepler-896 b",2016,"Transit"
"Kepler-1196 b",2016,"Transit"
"Kepler-468 b",2016,"Transit"
"Kepler-699 b",2016,"Transit"
"Kepler-513 b",2016,"Transit"
"Kepler-780 b",2016,"Transit"
"Kepler-770 b",2016,"Transit"
"Kepler-612 b",2016,"Transit"
"Kepler-900 b",2016,"Transit"
"Kepler-956 b",2016,"Transit"
"Kepler-988 b",2016,"Transit"
"Kepler-823 b",2016,"Transit"
"Kepler-1172 b",2016,"Transit"
"Kepler-1213 b",2016,"Transit"
"Kepler-1265 b",2016,"Transit"
"Kepler-1282 b",2016,"Transit"
"Kepler-255 d",2016,"Transit"
"Kepler-1625 b",2016,"Transit"
"Kepler-868 b",2016,"Transit"
"Kepler-876 b",2016,"Transit"
"Kepler-904 b",2016,"Transit"
"Kepler-771 b",2016,"Transit"
"Kepler-1162 b",2016,"Transit"
"Kepler-1177 b",2016,"Transit"
"Kepler-1382 b",2016,"Transit"
"Kepler-148 d",2016,"Transit"
"GJ 536 b",2016,"Radial Velocity"
"TYC 3667-1280-1 b",2016,"Radial Velocity"
"WASP-126 b",2016,"Transit"
"Kepler-976 b",2016,"Transit"
"Kepler-576 b",2016,"Transit"
"Kepler-1578 b",2016,"Transit"
"Kepler-671 b",2016,"Transit"
"Kepler-892 b",2016,"Transit"
"Kepler-521 b",2016,"Transit"
"Kepler-942 b",2016,"Transit"
"Kepler-1516 b",2016,"Transit"
"Kepler-730 b",2016,"Transit"
"Kepler-692 b",2016,"Transit"
"Kepler-1444 b",2016,"Transit"
"Kepler-657 b",2016,"Transit"
"Kepler-647 b",2016,"Transit"
"Kepler-792 b",2016,"Transit"
"Kepler-1060 b",2016,"Transit"
"HD 164922 c",2016,"Radial Velocity"
"Kepler-1309 b",2016,"Transit"
"Kepler-1487 b",2016,"Transit"
"Kepler-1505 b",2016,"Transit"
"HD 3167 c",2016,"Transit"
"Kepler-1270 b",2016,"Transit"
"Kepler-590 b",2016,"Transit"
"Kepler-678 b",2016,"Transit"
"Kepler-975 b",2016,"Transit"
"Kepler-953 b",2016,"Transit"
"Kepler-1368 b",2016,"Transit"
"Kepler-729 b",2016,"Transit"
"Kepler-1542 c",2016,"Transit"
"Kepler-1564 b",2016,"Transit"
"Kepler-1607 b",2016,"Transit"
"Kepler-931 b",2016,"Transit"
"Kepler-926 b",2016,"Transit"
"Kepler-1476 b",2016,"Transit"
"Kepler-902 b",2016,"Transit"
"Kepler-938 b",2016,"Transit"
"Kepler-996 b",2016,"Transit"
"Kepler-351 d",2016,"Transit"
"K2-72 d",2016,"Transit"
"Kepler-1052 b",2016,"Transit"
"Kepler-1143 c",2016,"Transit"
"Kepler-1229 b",2016,"Transit"
"Kepler-218 d",2016,"Transit"
"Kepler-1241 b",2016,"Transit"
"Kepler-1082 b",2016,"Transit"
"Kepler-1036 b",2016,"Transit"
"Kepler-1110 b",2016,"Transit"
"Kepler-1305 b",2016,"Transit"
"Kepler-1531 b",2016,"Transit"
"Kepler-1493 b",2016,"Transit"
"Kepler-1524 b",2016,"Transit"
"Kepler-1333 b",2016,"Transit"
"Kepler-1372 b",2016,"Transit"
"Kepler-631 b",2016,"Transit"
"Kepler-569 b",2016,"Transit"
"Kepler-1006 b",2016,"Transit"
"Kepler-1085 b",2016,"Transit"
"K2-8 c",2016,"Transit"
"Kepler-1636 b",2016,"Transit"
"Kepler-1404 b",2016,"Transit"
"Kepler-1503 b",2016,"Transit"
"Kepler-505 b",2016,"Transit"
"Kepler-1471 b",2016,"Transit"
"Kepler-655 b",2016,"Transit"
"Kepler-539 b",2016,"Transit"
"K2-98 b",2016,"Transit"
"Kepler-1285 b",2016,"Transit"
"Kepler-1263 b",2016,"Transit"
"Kepler-1187 b",2016,"Transit"
"Kepler-1251 b",2016,"Transit"
"Kepler-1501 b",2016,"Transit"
"Kepler-1530 b",2016,"Transit"
"Kepler-1548 b",2016,"Transit"
"Kepler-1626 b",2016,"Transit"
"Kepler-1559 b",2016,"Transit"
"Kepler-554 b",2016,"Transit"
"Kepler-518 b",2016,"Transit"
"Kepler-534 b",2016,"Transit"
"Kepler-1391 b",2016,"Transit"
"Kepler-1529 b",2016,"Transit"
"Kepler-1542 d",2016,"Transit"
"Kepler-520 c",2016,"Transit"
"Kepler-922 b",2016,"Transit"
"Kepler-719 b",2016,"Transit"
"Kepler-843 b",2016,"Transit"
"Kepler-551 b",2016,"Transit"
"Kepler-627 b",2016,"Transit"
"K2-95 b",2016,"Transit"
"K2-36 b",2016,"Transit"
"Kepler-1379 b",2016,"Transit"
"Kepler-602 b",2016,"Transit"
"Kepler-722 c",2016,"Transit"
"Kepler-806 b",2016,"Transit"
"Kepler-838 b",2016,"Transit"
"Kepler-596 b",2016,"Transit"
"Kepler-634 b",2016,"Transit"
"Kepler-676 b",2016,"Transit"
"Kepler-683 b",2016,"Transit"
"Kepler-466 b",2016,"Transit"
"Kepler-893 b",2016,"Transit"
"Kepler-918 b",2016,"Transit"
"Kepler-954 b",2016,"Transit"
"Kepler-1179 b",2016,"Transit"
"Kepler-1183 b",2016,"Transit"
"Kepler-1185 b",2016,"Transit"
"Kepler-1202 b",2016,"Transit"
"Kepler-1204 b",2016,"Transit"
"Kepler-1205 b",2016,"Transit"
"Kepler-1218 b",2016,"Transit"
"Kepler-1240 b",2016,"Transit"
"Kepler-1243 b",2016,"Transit"
"Kepler-1267 b",2016,"Transit"
"Kepler-1269 b",2016,"Transit"
"Kepler-1277 b",2016,"Transit"
"Kepler-1278 b",2016,"Transit"
"Kepler-1279 b",2016,"Transit"
"Kepler-1281 b",2016,"Transit"
"Kepler-1290 b",2016,"Transit"
"Kepler-1313 b",2016,"Transit"
"Kepler-1329 b",2016,"Transit"
"Kepler-1331 b",2016,"Transit"
"Kepler-1332 b",2016,"Transit"
"Kepler-1334 b",2016,"Transit"
"Kepler-1358 b",2016,"Transit"
"Kepler-1359 b",2016,"Transit"
"Kepler-1621 b",2016,"Transit"
"Kepler-1628 b",2016,"Transit"
"Kepler-1638 b",2016,"Transit"
"Kepler-1640 b",2016,"Transit"
"Kepler-1644 b",2016,"Transit"
"Kepler-167 e",2016,"Transit"
"Kepler-401 d",2016,"Transit"
"Kepler-463 b",2016,"Transit"
"Kepler-470 b",2016,"Transit"
"Kepler-494 b",2016,"Transit"
"Kepler-462 b",2016,"Transit"
"OGLE-2015-BLG-0954L b",2016,"Microlensing"
"WASP-138 b",2016,"Transit"
"WASP-141 b",2016,"Transit"
"MOA-2013-BLG-605L b",2016,"Microlensing"
"WASP-118 b",2016,"Transit"
"WASP-120 b",2016,"Transit"
"WASP-131 b",2016,"Transit"
"WASP-133 b",2016,"Transit"
"OGLE-2007-BLG-349L AB c",2016,"Microlensing"
"OGLE-2014-BLG-1760L b",2016,"Microlensing"
"OGLE-2015-BLG-0051L b",2016,"Microlensing"
"Kepler-1004 b",2016,"Transit"
"K2-58 c",2016,"Transit"
"K2-75 b",2016,"Transit"
"Kepler-1148 b",2016,"Transit"
"Kepler-1013 b",2016,"Transit"
"Kepler-1225 b",2016,"Transit"
"Kepler-1273 b",2016,"Transit"
"Kepler-1247 b",2016,"Transit"
"K2-49 b",2016,"Transit"
"Kepler-1244 b",2016,"Transit"
"Kepler-1341 b",2016,"Transit"
"Kepler-1123 b",2016,"Transit"
"Kepler-1356 b",2016,"Transit"
"Kepler-1461 b",2016,"Transit"
"Kepler-1070 b",2016,"Transit"
"Kepler-640 b",2016,"Transit"
"Kepler-1330 b",2016,"Transit"
"Kepler-1195 b",2016,"Transit"
"Kepler-1416 b",2016,"Transit"
"OGLE-2012-BLG-0950L b",2016,"Microlensing"
"NGC 2682 YBP 401 b",2016,"Radial Velocity"
"Pr0211 c",2016,"Radial Velocity"
"Kepler-660 b",2016,"Transit"
"Kepler-969 b",2016,"Transit"
"Kepler-974 b",2016,"Transit"
"Proxima Cen b",2016,"Radial Velocity"
"WASP-130 b",2016,"Transit"
"Kepler-661 b",2016,"Transit"
"TRAPPIST-1 c",2016,"Transit"
"Kepler-970 b",2016,"Transit"
"Kepler-897 b",2016,"Transit"
"Kepler-923 b",2016,"Transit"
"Kepler-924 b",2016,"Transit"
"Kepler-925 b",2016,"Transit"
"Kepler-928 b",2016,"Transit"
"WASP-85 A b",2016,"Transit"
"Kepler-1345 b",2016,"Transit"
"HATS-18 b",2016,"Transit"
"BD+20 594 b",2016,"Transit"
"WASP-136 b",2016,"Transit"
"WASP-142 b",2016,"Transit"
"Kepler-969 c",2016,"Transit"
"WASP-87 b",2016,"Transit"
"HD 5583 b",2016,"Radial Velocity"
"HD 59686 A b",2016,"Radial Velocity"
"HD 224538 b",2016,"Radial Velocity"
"K2-50 b",2016,"Transit"
"K2-52 b",2016,"Transit"
"K2-53 b",2016,"Transit"
"K2-88 b",2016,"Transit"
"K2-59 c",2016,"Transit"
"K2-99 b",2016,"Transit"
"Kepler-1044 b",2016,"Transit"
"Kepler-1046 b",2016,"Transit"
"Kepler-1047 b",2016,"Transit"
"Kepler-1020 b",2016,"Transit"
"HIP 41378 c",2016,"Transit"
"HIP 41378 e",2016,"Transit"
"HIP 41378 f",2016,"Transit"
"K2-102 b",2016,"Transit"
"Kepler-1038 b",2016,"Transit"
"K2-31 b",2016,"Transit"
"K2-19 d",2016,"Transit"
"Kepler-1047 c",2016,"Transit"
"K2-35 c",2016,"Transit"
"K2-36 c",2016,"Transit"
"K2-84 c",2016,"Transit"
"Kepler-1371 b",2016,"Transit"
"Kepler-1380 b",2016,"Transit"
"Kepler-1385 b",2016,"Transit"
"Kepler-1388 b",2016,"Transit"
"Kepler-1314 b",2016,"Transit"
"Kepler-1392 b",2016,"Transit"
"Kepler-1393 b",2016,"Transit"
"Kepler-1394 b",2016,"Transit"
"Kepler-1421 b",2016,"Transit"
"Kepler-1452 b",2016,"Transit"
"Kepler-1158 b",2016,"Transit"
"Kepler-1159 b",2016,"Transit"
"Kepler-1161 b",2016,"Transit"
"Kepler-1175 b",2016,"Transit"
"Kepler-1176 b",2016,"Transit"
"Kepler-1178 b",2016,"Transit"
"Kepler-515 b",2016,"Transit"
"Kepler-977 b",2016,"Transit"
"Kepler-541 b",2016,"Transit"
"Kepler-517 b",2016,"Transit"
"Kepler-528 b",2016,"Transit"
"Kepler-980 b",2016,"Transit"
"Kepler-560 b",2016,"Transit"
"Kepler-586 b",2016,"Transit"
"Kepler-592 b",2016,"Transit"
"Kepler-529 b",2016,"Transit"
"Kepler-691 b",2016,"Transit"
"Kepler-538 b",2016,"Transit"
"Kepler-603 c",2016,"Transit"
"Kepler-619 c",2016,"Transit"
"Kepler-629 b",2016,"Transit"
"Kepler-566 b",2016,"Transit"
"Kepler-546 b",2016,"Transit"
"Kepler-547 b",2016,"Transit"
"Kepler-594 b",2016,"Transit"
"Kepler-598 b",2016,"Transit"
"Kepler-632 b",2016,"Transit"
"Kepler-610 c",2016,"Transit"
"Kepler-613 b",2016,"Transit"
"Kepler-614 b",2016,"Transit"
"Kepler-544 b",2016,"Transit"
"Kepler-570 b",2016,"Transit"
"Kepler-561 c",2016,"Transit"
"Kepler-568 b",2016,"Transit"
"Kepler-645 b",2016,"Transit"
"Kepler-597 b",2016,"Transit"
"Kepler-601 b",2016,"Transit"
"Kepler-659 b",2016,"Transit"
"Kepler-666 b",2016,"Transit"
"Kepler-667 b",2016,"Transit"
"Kepler-600 b",2016,"Transit"
"Kepler-609 b",2016,"Transit"
"Kepler-467 b",2016,"Transit"
"Kepler-471 b",2016,"Transit"
"Kepler-578 b",2016,"Transit"
"Kepler-579 b",2016,"Transit"
"Kepler-580 b",2016,"Transit"
"Kepler-630 b",2016,"Transit"
"Kepler-638 b",2016,"Transit"
"Kepler-662 b",2016,"Transit"
"Kepler-665 b",2016,"Transit"
"Kepler-619 b",2016,"Transit"
"Kepler-644 b",2016,"Transit"
"Kepler-677 b",2016,"Transit"
"Kepler-588 b",2016,"Transit"
"Kepler-687 b",2016,"Transit"
"Kepler-688 b",2016,"Transit"
"Kepler-504 b",2016,"Transit"
"Kepler-473 b",2016,"Transit"
"Kepler-539 c",2016,"Transit Timing Variations"
"Kepler-529 c",2016,"Transit"
"Kepler-500 b",2016,"Transit"
"Kepler-509 b",2016,"Transit"
"Kepler-514 b",2016,"Transit"
"Kepler-519 b",2016,"Transit"
"Kepler-982 b",2016,"Transit"
"Kepler-984 b",2016,"Transit"
"Kepler-990 b",2016,"Transit"
"MOA-2011-BLG-028L b",2016,"Microlensing"
"Kepler-950 b",2016,"Transit"
"Kepler-1301 b",2016,"Transit"
"Kepler-1460 b",2016,"Transit"
"Kepler-1463 b",2016,"Transit"
"Kepler-1311 b",2016,"Transit"
"Kepler-1320 b",2016,"Transit"
"Kepler-1321 b",2016,"Transit"
"Kepler-1042 b",2016,"Transit"
"Kepler-1054 b",2016,"Transit"
"K2-61 b",2016,"Transit"
"K2-63 c",2016,"Transit"
"K2-65 b",2016,"Transit"
"Kepler-1098 b",2016,"Transit"
"Kepler-1117 b",2016,"Transit"
"Kepler-1055 b",2016,"Transit"
"Kepler-1071 b",2016,"Transit"
"Kepler-1113 b",2016,"Transit"
"Kepler-1116 b",2016,"Transit"
"Kepler-1131 b",2016,"Transit"
"K2-75 c",2016,"Transit"
"K2-77 b",2016,"Transit"
"K2-79 b",2016,"Transit"
"Kepler-1118 b",2016,"Transit"
"Kepler-1303 b",2016,"Transit"
"Kepler-1328 b",2016,"Transit"
"Kepler-1306 b",2016,"Transit"
"Kepler-1254 d",2016,"Transit"
"Kepler-1609 b",2016,"Transit"
"Kepler-1622 b",2016,"Transit"
"Kepler-198 d",2016,"Transit"
"Kepler-1637 b",2016,"Transit"
"Kepler-1616 b",2016,"Transit"
"Kepler-1643 b",2016,"Transit"
"Kepler-1645 b",2016,"Transit"
"Kepler-166 d",2016,"Transit"
"Kepler-192 d",2016,"Transit"
"Kepler-1582 b",2016,"Transit"
"Kepler-1583 b",2016,"Transit"
"Kepler-1597 b",2016,"Transit"
"Kepler-1633 b",2016,"Transit"
"Kepler-1634 b",2016,"Transit"
"Kepler-1635 b",2016,"Transit"
"Kepler-1521 b",2016,"Transit"
"Kepler-1535 b",2016,"Transit"
"Kepler-1605 b",2016,"Transit"
"Kepler-1617 b",2016,"Transit"
"Kepler-1514 b",2016,"Transit"
"Kepler-1527 b",2016,"Transit"
"Kepler-1538 b",2016,"Transit"
"Kepler-1629 b",2016,"Transit"
"Kepler-1619 b",2016,"Transit"
"Kepler-1642 c",2016,"Transit"
"Kepler-1545 b",2016,"Transit"
"Kepler-1552 b",2016,"Transit"
"Kepler-1557 b",2016,"Transit"
"Kepler-1558 b",2016,"Transit"
"Kepler-1568 b",2016,"Transit"
"Kepler-490 b",2016,"Transit"
"Kepler-531 b",2016,"Transit"
"Kepler-550 b",2016,"Transit"
"Kepler-556 b",2016,"Transit"
"Kepler-558 b",2016,"Transit"
"Kepler-508 b",2016,"Transit"
"Kepler-502 b",2016,"Transit"
"Kepler-507 b",2016,"Transit"
"Kepler-1156 b",2016,"Transit"
"Kepler-1286 b",2016,"Transit"
"Kepler-1288 b",2016,"Transit"
"Kepler-1126 b",2016,"Transit"
"Kepler-1127 b",2016,"Transit"
"Kepler-1128 b",2016,"Transit"
"Kepler-1129 c",2016,"Transit"
"Kepler-1130 b",2016,"Transit"
"Kepler-1132 b",2016,"Transit"
"Kepler-1272 b",2016,"Transit"
"Kepler-1346 b",2016,"Transit"
"Kepler-1347 b",2016,"Transit"
"Kepler-1350 b",2016,"Transit"
"Kepler-1454 b",2016,"Transit"
"Kepler-1458 b",2016,"Transit"
"Kepler-1134 b",2016,"Transit"
"Kepler-1138 b",2016,"Transit"
"Kepler-1144 b",2016,"Transit"
"Kepler-1180 b",2016,"Transit"
"Kepler-1181 b",2016,"Transit"
"Kepler-1351 b",2016,"Transit"
"Kepler-1352 b",2016,"Transit"
"Kepler-1353 b",2016,"Transit"
"Kepler-1354 b",2016,"Transit"
"Kepler-1350 c",2016,"Transit"
"Kepler-1361 b",2016,"Transit"
"Kepler-1363 b",2016,"Transit"
"Kepler-1370 c",2016,"Transit"
"Kepler-1374 b",2016,"Transit"
"Kepler-1441 b",2016,"Transit"
"Kepler-1190 b",2016,"Transit"
"Kepler-1192 b",2016,"Transit"
"Kepler-1197 b",2016,"Transit"
"Kepler-1199 b",2016,"Transit"
"Kepler-1364 b",2016,"Transit"
"Kepler-1366 b",2016,"Transit"
"Kepler-1412 b",2016,"Transit"
"Kepler-1414 b",2016,"Transit"
"Kepler-1266 b",2016,"Transit"
"Kepler-1203 b",2016,"Transit"
"Kepler-1220 b",2016,"Transit"
"Kepler-1387 b",2016,"Transit"
"Kepler-1226 b",2016,"Transit"
"Kepler-1233 b",2016,"Transit"
"Kepler-1239 b",2016,"Transit"
"Kepler-1365 c",2016,"Transit"
"Kepler-1375 b",2016,"Transit"
"Kepler-1427 b",2016,"Transit"
"Kepler-1268 b",2016,"Transit"
"Kepler-1434 b",2016,"Transit"
"Kepler-1435 b",2016,"Transit"
"Kepler-1437 b",2016,"Transit"
"Kepler-1445 b",2016,"Transit"
"Kepler-1446 b",2016,"Transit"
"Kepler-1388 d",2016,"Transit"
"Kepler-1425 b",2016,"Transit"
"Kepler-1300 b",2016,"Transit"
"Kepler-1066 b",2016,"Transit"
"Kepler-1149 b",2016,"Transit"
"Kepler-1083 b",2016,"Transit"
"Kepler-1088 b",2016,"Transit"
"Kepler-1090 b",2016,"Transit"
"Kepler-1395 b",2016,"Transit"
"Kepler-1398 b",2016,"Transit"
"Kepler-1018 b",2016,"Transit"
"Kepler-1000 b",2016,"Transit"
"Kepler-1086 b",2016,"Transit"
"Kepler-1089 b",2016,"Transit"
"HD 222076 b",2016,"Radial Velocity"
"Kepler-1137 b",2016,"Transit"
"Kepler-1165 b",2016,"Transit"
"Kepler-1174 b",2016,"Transit"
"Kepler-1231 b",2016,"Transit"
"Kepler-1235 b",2016,"Transit"
"Kepler-1236 b",2016,"Transit"
"KIC 7917485 b",2016,"Pulsation Timing Variations"
"Kepler-1136 b",2016,"Transit"
"Kepler-1260 b",2016,"Transit"
"Kepler-1261 b",2016,"Transit"
"Kepler-1271 b",2016,"Transit"
"Kepler-1163 b",2016,"Transit"
"Kepler-1164 b",2016,"Transit"
"Kepler-1237 b",2016,"Transit"
"Kepler-1238 b",2016,"Transit"
"Kepler-1215 b",2016,"Transit"
"Kepler-1145 b",2016,"Transit"
"Kepler-1291 b",2016,"Transit"
"Kepler-1168 b",2016,"Transit"
"Kepler-1170 b",2016,"Transit"
"Kepler-1157 b",2016,"Transit"
"Kepler-1160 b",2016,"Transit"
"Kepler-1011 b",2016,"Transit"
"Kepler-1014 b",2016,"Transit"
"Kepler-1016 c",2016,"Transit"
"Kepler-1029 b",2016,"Transit"
"Kepler-1031 b",2016,"Transit"
"Kepler-1155 b",2016,"Transit"
"Kepler-1206 b",2016,"Transit"
"Kepler-1208 b",2016,"Transit"
"Kepler-1223 b",2016,"Transit"
"Kepler-1224 b",2016,"Transit"
"Kepler-1398 c",2016,"Transit"
"Kepler-1402 b",2016,"Transit"
"Kepler-1405 b",2016,"Transit"
"Kepler-1408 b",2016,"Transit"
"Kepler-1053 b",2016,"Transit"
"Kepler-1228 b",2016,"Transit"
"Kepler-1242 b",2016,"Transit"
"Kepler-1245 b",2016,"Transit"
"Kepler-1248 b",2016,"Transit"
"Kepler-1249 b",2016,"Transit"
"Kepler-1250 b",2016,"Transit"
"Kepler-1308 b",2016,"Transit"
"Kepler-1312 b",2016,"Transit"
"Kepler-1315 b",2016,"Transit"
"Kepler-1317 b",2016,"Transit"
"Kepler-1318 b",2016,"Transit"
"Kepler-1321 c",2016,"Transit"
"Kepler-1072 b",2016,"Transit"
"Kepler-1252 b",2016,"Transit"
"Kepler-1253 b",2016,"Transit"
"Kepler-1255 b",2016,"Transit"
"Kepler-1256 b",2016,"Transit"
"Kepler-1325 b",2016,"Transit"
"Kepler-1344 b",2016,"Transit"
"Kepler-1349 b",2016,"Transit"
"Kepler-1114 b",2016,"Transit"
"Kepler-1121 b",2016,"Transit"
"Kepler-1154 b",2016,"Transit"
"WASP-121 b",2016,"Transit"
"WASP-127 b",2016,"Transit"
"Kepler-952 b",2016,"Transit"
"Kepler-866 b",2016,"Transit"
"Kepler-853 b",2016,"Transit"
"Kepler-487 c",2016,"Transit"
"Kepler-1222 b",2016,"Transit"
"Kepler-1056 b",2016,"Transit"
"Kepler-840 b",2016,"Transit"
"Kepler-898 b",2016,"Transit"
"WASP-129 b",2016,"Transit"
"HD 12484 b",2016,"Radial Velocity"
"HATS-31 b",2016,"Transit"
"HATS-33 b",2016,"Transit"
"HD 133131 A c",2016,"Radial Velocity"
"HATS-32 b",2016,"Transit"
"HATS-17 b",2016,"Transit"
"HATS-35 b",2016,"Transit"
"HATS-30 b",2016,"Transit"
"HATS-34 b",2016,"Transit"
"HD 147873 b",2016,"Radial Velocity"
"HD 191806 b",2016,"Radial Velocity"
"HD 143105 b",2016,"Radial Velocity"
"HD 133131 B b",2016,"Radial Velocity"
"2MASS J22362452+4751425 b",2016,"Imaging"
"HAT-P-65 b",2016,"Transit"
"EPIC 220674823 c",2016,"Transit"
"HATS-26 b",2016,"Transit"
"K2-101 b",2016,"Transit"
"K2-104 b",2016,"Transit"
"HIP 8541 b",2016,"Radial Velocity"
"Kepler-1112 b",2016,"Transit"
"Kepler-1140 b",2016,"Transit"
"Kepler-1002 b",2016,"Transit"
"Kepler-1003 b",2016,"Transit"
"Kepler-1005 b",2016,"Transit"
"Kepler-1008 b",2016,"Transit"
"Kepler-1092 b",2016,"Transit"
"Kepler-1094 b",2016,"Transit"
"K2-34 b",2016,"Transit"
"K2-37 b",2016,"Transit"
"KELT-17 b",2016,"Transit"
"K2-37 d",2016,"Transit"
"K2-38 b",2016,"Transit"
"K2-38 c",2016,"Transit"
"K2-44 b",2016,"Transit"
"K2-46 b",2016,"Transit"
"Kepler-1096 b",2016,"Transit"
"K2-58 b",2016,"Transit"
"K2-58 d",2016,"Transit"
"K2-62 b",2016,"Transit"
"Kepler-1120 b",2016,"Transit"
"K2-62 c",2016,"Transit"
"K2-26 b",2016,"Transit"
"K2-63 b",2016,"Transit"
"K2-70 b",2016,"Transit"
"Kepler-1015 b",2016,"Transit"
"K2-81 b",2016,"Transit"
"Kepler-1016 b",2016,"Transit"
"K2-71 b",2016,"Transit"
"K2-72 c",2016,"Transit"
"K2-83 c",2016,"Transit"
"Kepler-1017 b",2016,"Transit"
"Kepler-1509 b",2016,"Transit"
"Kepler-1080 b",2016,"Transit"
"Kepler-1506 b",2016,"Transit"
"Kepler-1342 b",2016,"Transit"
"Kepler-1024 b",2016,"Transit"
"Kepler-304 e",2016,"Transit"
"Kepler-1025 b",2016,"Transit"
"Kepler-1478 b",2016,"Transit"
"Kepler-1481 b",2016,"Transit"
"Kepler-1485 b",2016,"Transit"
"Kepler-501 b",2016,"Transit"
"Kepler-617 b",2016,"Transit"
"Kepler-532 b",2016,"Transit"
"Kepler-526 b",2016,"Transit"
"Kepler-603 b",2016,"Transit"
"Kepler-625 b",2016,"Transit"
"Kepler-1556 b",2016,"Transit"
"Kepler-648 b",2016,"Transit"
"Kepler-642 b",2016,"Transit"
"Kepler-398 d",2016,"Transit"
"Kepler-625 c",2016,"Transit"
"Kepler-649 b",2016,"Transit"
"Kepler-620 b",2016,"Transit"
"Kepler-496 b",2016,"Transit"
"Kepler-506 b",2016,"Transit"
"Kepler-497 b",2016,"Transit"
"Kepler-533 b",2016,"Transit"
"Kepler-616 c",2016,"Transit"
"Kepler-555 b",2016,"Transit"
"Kepler-559 b",2016,"Transit"
"Kepler-543 b",2016,"Transit"
"Kepler-847 b",2016,"Transit"
"Kepler-564 b",2016,"Transit"
"Kepler-884 b",2016,"Transit"
"Kepler-885 b",2016,"Transit"
"Kepler-921 b",2016,"Transit"
"Kepler-958 b",2016,"Transit"
"Kepler-841 b",2016,"Transit"
"Kepler-891 b",2016,"Transit"
"Kepler-899 b",2016,"Transit"
"Kepler-939 b",2016,"Transit"
"WASP-132 b",2016,"Transit"
"Kepler-908 b",2016,"Transit"
"Kepler-664 b",2016,"Transit"
"Kepler-889 b",2016,"Transit"
"Kepler-909 b",2016,"Transit"
"Kepler-872 b",2016,"Transit"
