pl_name,discoverymethod,disc_year
"Kepler-176 b","Transit",2014
"Kepler-222 d","Transit",2014
"Kepler-24 c","Transit",2011
"Kepler-241 b","Transit",2014
"Kepler-180 b","Transit",2014
"Kepler-182 b","Transit",2014
"Kepler-251 b","Transit",2014
"Kepler-189 b","Transit",2014
"Kepler-192 c","Transit",2014
"Kepler-192 d","Transit",2016
"Kepler-193 c","Transit",2014
"Kepler-1582 b","Transit",2016
"Kepler-1583 b","Transit",2016
"Kepler-1597 b","Transit",2016
"Kepler-1633 b","Transit",2016
"Kepler-1634 b","Transit",2016
"Kepler-1635 b","Transit",2016
"Kepler-201 c","Transit",2014
"Kepler-202 b","Transit",2014
"Kepler-204 b","Transit",2014
"Kepler-207 b","Transit",2014
"Kepler-287 c","Transit",2014
"Kepler-289 d","Transit",2014
"Kepler-29 b","Transit",2011
"Kepler-225 b","Transit",2014
"Kepler-1521 b","Transit",2016
"Kepler-1535 b","Transit",2016
"Kepler-1605 b","Transit",2016
"Kepler-1617 b","Transit",2016
"Kepler-1514 b","Transit",2016
"Kepler-1514 c","Transit",2020
"Kepler-152 c","Transit",2014
"Kepler-1527 b","Transit",2016
"Kepler-1538 b","Transit",2016
"Kepler-1629 b","Transit",2016
"Kepler-163 b","Transit",2014
"Kepler-252 c","Transit",2014
"Kepler-1619 b","Transit",2016
"Kepler-1642 c","Transit",2016
"Kepler-1698 b","Transit",2020
"Kepler-170 b","Transit",2014
"Kepler-1702 b","Transit",2020
"Kepler-171 c","Transit",2014
"Kepler-1545 b","Transit",2016
"Kepler-1552 b","Transit",2016
"Kepler-1557 b","Transit",2016
"Kepler-1558 b","Transit",2016
"Kepler-1568 b","Transit",2016
"Kepler-157 b","Transit",2014
"Kepler-444 b","Transit",2015
"Kepler-444 c","Transit",2015
"Kepler-490 b","Transit",2016
"Kepler-531 b","Transit",2016
"Kepler-54 c","Transit",2012
"Kepler-55 e","Transit",2014
"Kepler-550 b","Transit",2016
"Kepler-556 b","Transit",2016
"Kepler-558 b","Transit",2016
"Kepler-508 b","Transit",2016
"Kepler-502 b","Transit",2016
"Kepler-507 b","Transit",2016
"Kepler-339 c","Transit",2014
"Kepler-341 c","Transit",2014
"Kepler-51 c","Transit",2012
"Kepler-51 d","Transit",2014
"Kepler-515 b","Transit",2016
"Kepler-977 b","Transit",2016
"Kepler-541 b","Transit",2016
"Kepler-359 b","Transit",2014
"Kepler-36 b","Transit",2012
"Kepler-517 b","Transit",2016
"Kepler-528 b","Transit",2016
"Kepler-980 b","Transit",2016
"Kepler-560 b","Transit",2016
"Kepler-52 b","Transit",2012
"Kepler-586 b","Transit",2016
"Kepler-592 b","Transit",2016
"Kepler-529 b","Transit",2016
"Kepler-691 b","Transit",2016
"Kepler-382 c","Transit",2014
"Kepler-386 c","Transit",2014
"Kepler-538 b","Transit",2016
"Kepler-603 c","Transit",2016
"Kepler-619 c","Transit",2016
"Kepler-62 b","Transit",2013
"Kepler-62 c","Transit",2013
"Kepler-629 b","Transit",2016
"Kepler-566 b","Transit",2016
"Kepler-396 c","Transit",2013
"Kepler-546 b","Transit",2016
"Kepler-547 b","Transit",2016
"Kepler-55 f","Transit",2014
"Kepler-411 e","Transit Timing Variations",2018
"Kepler-412 b","Transit",2014
"Kepler-415 b","Transit Timing Variations",2014
"Kepler-594 b","Transit",2016
"Kepler-598 b","Transit",2016
"Kepler-60 b","Transit",2012
"Kepler-433 b","Transit",2015
"Kepler-437 b","Transit",2015
"Kepler-440 b","Transit",2015
"Kepler-442 b","Transit",2015
"Kepler-63 b","Transit",2013
"Kepler-632 b","Transit",2016
"Kepler-610 c","Transit",2016
"Kepler-613 b","Transit",2016
"Kepler-614 b","Transit",2016
"Kepler-544 b","Transit",2016
"Kepler-570 b","Transit",2016
"Kepler-561 c","Transit",2016
"Kepler-568 b","Transit",2016
"Kepler-645 b","Transit",2016
"Kepler-444 f","Transit",2015
"Kepler-454 b","Transit",2015
"Kepler-597 b","Transit",2016
"Kepler-601 b","Transit",2016
"Kepler-659 b","Transit",2016
"Kepler-666 b","Transit",2016
"Kepler-667 b","Transit",2016
"Kepler-60 c","Transit",2012
"Kepler-600 b","Transit",2016
"Kepler-609 b","Transit",2016
"Kepler-467 b","Transit",2016
"Kepler-471 b","Transit",2016
"Kepler-578 b","Transit",2016
"Kepler-579 b","Transit",2016
"Kepler-580 b","Transit",2016
"Kepler-630 b","Transit",2016
"Kepler-638 b","Transit",2016
"Kepler-662 b","Transit",2016
"Kepler-665 b","Transit",2016
"Kepler-62 d","Transit",2013
"Kepler-619 b","Transit",2016
"Kepler-644 b","Transit",2016
"Kepler-677 b","Transit",2016
"Kepler-588 b","Transit",2016
"Kepler-687 b","Transit",2016
"Kepler-688 b","Transit",2016
"Kepler-504 b","Transit",2016
"Kepler-312 b","Transit",2014
"Kepler-314 c","Transit",2014
"Kepler-315 b","Transit",2014
"Kepler-316 b","Transit",2014
"Kepler-320 c","Transit",2014
"LSPM J2116+0234 b","Radial Velocity",2019
"Kepler-399 b","Transit",2014
"Kepler-402 b","Transit",2014
"Kepler-402 d","Transit",2014
"Kepler-402 e","Transit",2014
"Kepler-406 b","Transit",2014
"Kepler-407 c","Radial Velocity",2014
"Kepler-473 b","Transit",2016
"Kepler-48 c","Transit",2012
"Kepler-49 d","Transit",2014
"Kepler-539 c","Transit Timing Variations",2016
"Kepler-5 b","Transit",2009
"Kepler-425 b","Transit",2014
"Kepler-428 b","Transit",2014
"Kepler-529 c","Transit",2016
"Kepler-53 c","Transit",2012
"Kepler-500 b","Transit",2016
"Kepler-509 b","Transit",2016
"Kepler-514 b","Transit",2016
"Kepler-519 b","Transit",2016
"Kepler-53 b","Transit",2012
"Kepler-53 d","Transit",2014
"MOA-2007-BLG-192L b","Microlensing",2008
"LTT 9779 b","Transit",2020
"MOA-2008-BLG-379L b","Microlensing",2013
"Kepler-982 b","Transit",2016
"Kepler-984 b","Transit",2016
"Kepler-990 b","Transit",2016
"MOA-2010-BLG-073L b","Microlensing",2012
"MOA-2011-BLG-028L b","Microlensing",2016
"NGTS-12 b","Transit",2020
"NGTS-3 A b","Transit",2018
"NGTS-5 b","Transit",2019
"OGLE-2003-BLG-235L b","Microlensing",2004
"OGLE-2006-BLG-109L c","Microlensing",2008
"Lupus-TR-3 b","Transit",2007
"MOA-2011-BLG-262L b","Microlensing",2014
"MOA-2009-BLG-319L b","Microlensing",2010
"MOA-bin-29 b","Microlensing",2019
"Kepler-95 b","Transit",2014
"Kepler-950 b","Transit",2016
"OGLE-2005-BLG-169L b","Microlensing",2006
"OGLE-2012-BLG-0406L b","Microlensing",2013
"OGLE-2012-BLG-0950L b","Microlensing",2016
"OGLE-2016-BLG-0263L b","Microlensing",2017
"OGLE-2016-BLG-1190L b","Microlensing",2017
"NGC 2682 YBP 401 b","Radial Velocity",2016
"OGLE-2017-BLG-0373L b","Microlensing",2018
"OGLE-2018-BLG-0677L b","Microlensing",2020
"Pr0211 c","Radial Velocity",2016
"Kepler-660 b","Transit",2016
"SWEEPS-4 b","Transit",2006
"NGTS-4 b","Transit",2019
"OGLE-2005-BLG-071L b","Microlensing",2005
"OGLE-2011-BLG-0173L b","Microlensing",2018
"OGLE-2011-BLG-0251L b","Microlensing",2012
"OGLE-2018-BLG-0596L b","Microlensing",2019
"TCP J05074264+2447555 b","Microlensing",2018
"Kepler-969 b","Transit",2016
"Kepler-974 b","Transit",2016
"Kepler-99 b","Transit",2014
"Proxima Cen b","Radial Velocity",2016
"TYC 8998-760-1 c","Imaging",2020
"OGLE-2017-BLG-0604L b","Microlensing",2020
"MOA-2011-BLG-293L b","Microlensing",2012
"Qatar-4 b","Transit",2017
"Qatar-8 b","Transit",2019
"TOI-1235 b","Transit",2020
"NGTS-9 b","Transit",2019
"OGLE-2017-BLG-1522L b","Microlensing",2018
"TOI-132 b","Transit",2020
"NN Ser d","Eclipse Timing Variations",2010
"TOI-1478 b","Transit",2021
"TOI-1601 b","Transit",2021
"WASP-10 b","Transit",2008
"Ross 128 b","Radial Velocity",2017
"TOI-1728 b","Transit",2020
"OGLE-2012-BLG-0563L b","Microlensing",2015
"TOI-251 b","Transit",2021
"OGLE-2013-BLG-1761L b","Microlensing",2018
"ROXs 42 B b","Imaging",2013
"OGLE-2016-BLG-1067L b","Microlensing",2019
"TrES-2 b","Transit",2006
"TrES-3 b","Transit",2007
"TOI-216.02","Transit",2019
"TOI-700 b","Transit",2020
"TOI-561 d","Transit",2020
"OGLE-2015-BLG-1771L b","Microlensing",2020
"TOI-628 b","Transit",2021
"OGLE-2016-BLG-0613L AB b","Microlensing",2017
"TOI-640 b","Transit",2021
"OGLE-2017-BLG-0406L b","Microlensing",2020
"TOI-905 b","Transit",2020
"TOI-954 b","Transit",2020
"OGLE-2018-BLG-1011L c","Microlensing",2019
"TRAPPIST-1 g","Transit",2017
"TOI-763 c","Transit",2020
"TOI-776 b","Transit",2020
"TOI-776 c","Transit",2020
"WASP-130 b","Transit",2016
"LTT 1445 A b","Transit",2019
"Kepler-661 b","Transit",2016
"TOI-892 b","Transit",2020
"TRAPPIST-1 c","Transit",2016
"Pr0201 b","Radial Velocity",2012
"UZ For c","Eclipse Timing Variations",2011
"Kepler-970 b","Transit",2016
"LkCa 15 b","Imaging",2015
"Kepler-897 b","Transit",2016
"Kepler-923 b","Transit",2016
"Kepler-924 b","Transit",2016
"Kepler-925 b","Transit",2016
"Kepler-928 b","Transit",2016
"MASCARA-1 b","Transit",2017
"MASCARA-4 b","Transit",2020
"WASP-85 A b","Transit",2016
"WASP-91 b","Transit",2017
"EPIC 249893012 d","Transit",2020
"GJ 15 A c","Radial Velocity",2018
"GJ 1132 b","Transit",2015
"GJ 1265 b","Radial Velocity",2018
"Kepler-1683 b","Transit",2020
"WASP-38 b","Transit",2010
"Kepler-1345 b","Transit",2016
"kap And b","Imaging",2012
"ome Ser b","Radial Velocity",2013
"psi 1 Dra B b","Radial Velocity",2015
"tau Gem b","Radial Velocity",2013
"GJ 273 b","Radial Velocity",2017
"GJ 163 c","Radial Velocity",2013
"bet Pic b","Imaging",2008
"omi CrB b","Radial Velocity",2012
"tau Boo b","Radial Velocity",1996
"WASP-5 b","Transit",2008
"GJ 667 C f","Radial Velocity",2013
"WASP-53 c","Radial Velocity",2017
"GJ 3138 c","Radial Velocity",2017
"GJ 4276 b","Radial Velocity",2019
"GJ 414 A b","Radial Velocity",2021
"GJ 649 b","Radial Velocity",2009
"GJ 667 C b","Radial Velocity",2011
"GJ 667 C c","Radial Velocity",2011
"GJ 667 C e","Radial Velocity",2013
"CoRoT-24 b","Transit",2014
"WASP-67 b","Transit",2012
"WASP-69 b","Transit",2014
"WASP-70 A b","Transit",2014
"GJ 581 e","Radial Velocity",2009
"GJ 9066 c","Radial Velocity",2020
"GU Psc b","Imaging",2014
"HAT-P-11 b","Transit",2008
"HAT-P-1 b","Transit",2006
"HAT-P-25 b","Transit",2010
"WASP-88 b","Transit",2014
"WASP-89 b","Transit",2015
"HAT-P-11 c","Radial Velocity",2018
"HAT-P-18 b","Transit",2010
"HAT-P-55 b","Transit",2015
"WASP-96 b","Transit",2014
"WTS-2 b","Transit",2014
"XO-2 S c","Radial Velocity",2014
"YZ Cet c","Radial Velocity",2017
"HAT-P-23 b","Transit",2010
"HAT-P-26 b","Transit",2010
"HAT-P-3 b","Transit",2007
"HAT-P-30 b","Transit",2011
"HAT-P-36 b","Transit",2011
"HAT-P-44 b","Transit",2014
"HATS-18 b","Transit",2016
"HAT-P-9 b","Transit",2008
"HD 8673 b","Radial Velocity",2009
"HAT-P-46 b","Transit",2014
"HAT-P-49 b","Transit",2014
"HAT-P-5 b","Transit",2007
"HAT-P-52 b","Transit",2015
"HATS-10 b","Transit",2015
"4 UMa b","Radial Velocity",2006
"47 UMa b","Radial Velocity",1996
"6 Lyn b","Radial Velocity",2008
"CT Cha b","Imaging",2007
"CoRoT-3 b","Transit",2008
"55 Cnc c","Radial Velocity",2004
"91 Aqr b","Radial Velocity",2013
"BD+20 594 b","Transit",2016
"BD+48 738 b","Radial Velocity",2011
"BD+49 828 b","Radial Velocity",2015
"BD-11 4672 c","Radial Velocity",2020
"CoRoT-16 b","Transit",2011
"CoRoT-20 b","Transit",2011
"CoRoT-6 b","Transit",2009
"CoRoT-7 b","Transit",2009
"WASP-104 b","Transit",2014
"WASP-105 b","Transit",2017
"WASP-136 b","Transit",2016
"WASP-151 b","Transit",2017
"WASP-156 b","Transit",2017
"CoRoT-9 b","Transit",2009
"DE CVn b","Eclipse Timing Variations",2018
"DS Tuc A b","Transit",2019
"CoRoTID 223977153 b","Transit",2017
"EPIC 206042996 b","Transit",2019
"WASP-161 b","Transit",2018
"WASP-163 b","Transit",2018
"WASP-142 b","Transit",2016
"WASP-145 A b","Transit",2018
"WASP-15 b","Transit",2009
"WASP-153 b","Transit",2017
"Kepler-969 c","Transit",2016
"HATS-14 b","Transit",2015
"WASP-147 b","Transit",2018
"WASP-148 c","Radial Velocity",2020
"WASP-181 b","Transit",2019
"WASP-190 b","Transit",2019
"WASP-25 b","Transit",2010
"WASP-45 b","Transit",2011
"WASP-7 b","Transit",2008
"WASP-8 b","Transit",2010
"WASP-83 b","Transit",2015
"WASP-87 b","Transit",2016
"WASP-17 b","Transit",2009
"WASP-77 A b","Transit",2012
"WASP-79 b","Transit",2012
"EPIC 206317286 b","Transit",2019
"GJ 1061 b","Radial Velocity",2020
"GJ 1061 c","Radial Velocity",2020
"EPIC 248847494 b","Transit",2018
"GJ 1214 b","Transit",2009
"WASP-20 b","Transit",2015
"HD 175607 b","Radial Velocity",2015
"HD 191939 b","Transit",2020
"HD 181720 b","Radial Velocity",2009
"HD 192699 b","Radial Velocity",2007
"HD 183579 b","Transit",2021
"HD 20782 b","Radial Velocity",2006
"HD 213885 c","Radial Velocity",2019
"HD 219134 d","Radial Velocity",2015
"HD 219415 b","Radial Velocity",2012
"HD 219828 b","Radial Velocity",2007
"HD 34445 d","Radial Velocity",2017
"HD 3651 b","Radial Velocity",2003
"HD 37124 b","Radial Velocity",2002
"HD 37124 c","Radial Velocity",2002
"HD 37124 d","Radial Velocity",2005
"HD 216770 b","Radial Velocity",2003
"HD 38801 b","Radial Velocity",2009
"HD 32518 b","Radial Velocity",2009
"HD 4113 b","Radial Velocity",2007
"HD 4203 c","Radial Velocity",2014
"HD 43691 b","Radial Velocity",2007
"HD 47186 c","Radial Velocity",2008
"HD 4732 b","Radial Velocity",2012
"HD 41004 A b","Radial Velocity",2004
"HD 42012 b","Radial Velocity",2017
"HD 13908 c","Radial Velocity",2013
"HD 50499 c","Radial Velocity",2019
"HD 65216 b","Radial Velocity",2003
"HD 51608 c","Radial Velocity",2019
"HD 52265 b","Radial Velocity",2000
"HD 5319 b","Radial Velocity",2007
"HD 5583 b","Radial Velocity",2016
"HD 8326 b","Radial Velocity",2019
"HD 59686 A b","Radial Velocity",2016
"HD 63454 b","Radial Velocity",2005
"HD 70642 b","Radial Velocity",2003
"HD 75784 c","Radial Velocity",2018
"HD 50499 b","Radial Velocity",2005
"HD 51608 b","Radial Velocity",2019
"HD 564 b","Radial Velocity",2014
"HD 109271 c","Radial Velocity",2013
"HD 114386 b","Radial Velocity",2003
"HD 114783 b","Radial Velocity",2001
"HD 120084 b","Radial Velocity",2013
"HD 12648 b","Radial Velocity",2015
"HD 210193 b","Radial Velocity",2019
"HATS-51 b","Transit",2017
"HD 100546 b","Imaging",2014
"HD 10180 h","Radial Velocity",2010
"HD 102195 b","Radial Velocity",2006
"HD 102329 b","Radial Velocity",2011
"HD 102843 b","Radial Velocity",2019
"HD 141399 b","Radial Velocity",2014
"HD 217107 b","Radial Velocity",1998
"HD 217107 c","Radial Velocity",2005
"HD 224538 b","Radial Velocity",2016
"HD 219134 h","Radial Velocity",2015
"HD 27631 b","Radial Velocity",2012
"HD 103197 b","Radial Velocity",2009
"HD 103720 b","Radial Velocity",2014
"HD 103774 b","Radial Velocity",2013
"HD 108236 f","Transit",2021
"HD 108863 b","Radial Velocity",2011
"HD 147513 b","Radial Velocity",2003
"HD 149026 b","Radial Velocity",2005
"HD 155358 c","Radial Velocity",2007
"HD 156279 c","Radial Velocity",2018
"HD 30669 b","Radial Velocity",2014
"HD 31527 c","Radial Velocity",2019
"HD 2638 b","Radial Velocity",2005
"HD 27442 b","Radial Velocity",2000
"HD 332231 b","Transit",2020
"HD 114729 b","Radial Velocity",2002
"HD 129445 b","Radial Velocity",2009
"HD 128311 b","Radial Velocity",2002
"HD 130322 b","Radial Velocity",1999
"HD 134987 b","Radial Velocity",1999
"HD 156411 b","Radial Velocity",2009
"HD 156668 b","Radial Velocity",2010
"HD 156846 b","Radial Velocity",2007
"HD 158259 f","Radial Velocity",2020
"HD 159243 b","Radial Velocity",2013
"HD 189733 b","Radial Velocity",2005
"HD 200964 b","Radial Velocity",2010
"HD 168746 b","Radial Velocity",2002
"HD 1690 b","Radial Velocity",2010
"HD 169830 b","Radial Velocity",2000
"HD 169830 c","Radial Velocity",2003
"HD 196067 b","Radial Velocity",2012
"HD 196885 A b","Radial Velocity",2007
"HD 19994 b","Radial Velocity",2003
"HD 20003 b","Radial Velocity",2019
"HD 33283 b","Radial Velocity",2006
"HD 16417 b","Radial Velocity",2008
"HD 170469 b","Radial Velocity",2007
"HD 17092 b","Radial Velocity",2007
"HD 180902 b","Radial Velocity",2009
"HD 181433 c","Radial Velocity",2008
"HD 207832 b","Radial Velocity",2012
"HD 202206 c","Radial Velocity",2004
"HD 20794 e","Radial Velocity",2017
"HD 2039 b","Radial Velocity",2002
"HD 204941 b","Radial Velocity",2011
"HD 27894 d","Radial Velocity",2017
"HD 33844 b","Radial Velocity",2015
"HD 33844 c","Radial Velocity",2015
"HD 34445 b","Radial Velocity",2009
"HD 285968 b","Radial Velocity",2008
"K2-213 b","Transit",2018
"K2-214 b","Transit",2018
"K2-229 b","Transit",2018
"K2-50 b","Transit",2016
"K2-52 b","Transit",2016
"K2-229 c","Transit",2018
"K2-53 b","Transit",2016
"K2-88 b","Transit",2016
"K2-59 c","Transit",2016
"K2-99 b","Transit",2016
"KELT-2 A b","Transit",2012
"KELT-21 b","Transit",2018
"KELT-23 A b","Transit",2019
"KIC 10001893 b","Orbital Brightness Modulation",2014
"KIC 10001893 c","Orbital Brightness Modulation",2014
"KMT-2018-BLG-0748L b","Microlensing",2020
"KELT-24 b","Transit",2019
"KMT-2019-BLG-0842L b","Microlensing",2020
"KOI-13 b","Transit",2011
"Kepler-1044 b","Transit",2016
"Kepler-1046 b","Transit",2016
"KOI-351 h","Transit",2013
"Kepler-149 d","Transit",2014
"KPS-1 b","Transit",2018
"Kepler-1047 b","Transit",2016
"2MASS J04414489+2301513 b","Imaging",2010
"Kepler-1020 b","Transit",2016
"HIP 41378 c","Transit",2016
"HIP 41378 e","Transit",2016
"HIP 41378 f","Transit",2016
"K2-10 b","Transit",2015
"K2-102 b","Transit",2016
"GJ 357 b","Transit",2019
"Kepler-1038 b","Transit",2016
"K2-113 b","Transit",2017
"K2-127 b","Transit",2017
"K2-128 b","Transit",2017
"K2-138 e","Transit",2017
"K2-138 f","Transit",2017
"K2-248 b","Transit",2018
"K2-281 b","Transit",2018
"K2-287 b","Transit",2018
"K2-140 b","Transit",2017
"K2-148 d","Transit",2018
"K2-167 b","Transit",2018
"K2-169 b","Transit",2018
"K2-171 b","Transit",2018
"K2-289 b","Transit",2019
"K2-3 d","Transit",2015
"K2-31 b","Transit",2016
"K2-316 b","Transit",2020
"K2-316 c","Transit",2020
"K2-181 b","Transit",2018
"K2-182 b","Transit",2018
"K2-183 c","Transit",2018
"K2-187 d","Transit",2018
"K2-19 d","Transit",2016
"Kepler-1047 c","Transit",2016
"K2-321 b","Transit",2020
"K2-324 b","Transit",2020
"K2-35 c","Transit",2016
"K2-36 c","Transit",2016
"K2-84 c","Transit",2016
"K2-191 b","Transit",2018
"K2-209 b","Transit",2018
"K2-21 c","Transit",2015
"K2-210 b","Transit",2018
"K2-212 b","Transit",2018
"Kepler-1371 b","Transit",2016
"Kepler-138 c","Transit",2014
"Kepler-1380 b","Transit",2016
"Kepler-1385 b","Transit",2016
"Kepler-1388 b","Transit",2016
"Kepler-1314 b","Transit",2016
"Kepler-139 c","Transit",2014
"Kepler-1392 b","Transit",2016
"Kepler-1393 b","Transit",2016
"Kepler-1394 b","Transit",2016
"Kepler-142 d","Transit",2014
"Kepler-1421 b","Transit",2016
"Kepler-143 c","Transit",2014
"Kepler-144 c","Transit",2014
"Kepler-145 b","Transit",2013
"CoRoT-11 b","Transit",2010
"Kepler-1452 b","Transit",2016
"Kepler-148 b","Transit",2014
"Kepler-1158 b","Transit",2016
"Kepler-1159 b","Transit",2016
"Kepler-116 c","Transit",2014
"Kepler-1161 b","Transit",2016
"Kepler-1175 b","Transit",2016
"Kepler-1176 b","Transit",2016
"Kepler-1178 b","Transit",2016
"Kepler-1179 b","Transit",2016
"Kepler-1183 b","Transit",2016
"Kepler-1185 b","Transit",2016
"Kepler-120 c","Transit",2014
"Kepler-1202 b","Transit",2016
"Kepler-1204 b","Transit",2016
"Kepler-1205 b","Transit",2016
"Kepler-1218 b","Transit",2016
"Kepler-122 c","Transit",2014
"Kepler-122 e","Transit",2014
"Kepler-1240 b","Transit",2016
"Kepler-1243 b","Transit",2016
"Kepler-1267 b","Transit",2016
"Kepler-1269 b","Transit",2016
"Kepler-1277 b","Transit",2016
"Kepler-1278 b","Transit",2016
"Kepler-1279 b","Transit",2016
"Kepler-128 b","Transit",2013
"Kepler-1281 b","Transit",2016
"Kepler-1290 b","Transit",2016
"Kepler-1313 b","Transit",2016
"Kepler-1329 b","Transit",2016
"Kepler-1331 b","Transit",2016
"Kepler-1332 b","Transit",2016
"Kepler-1334 b","Transit",2016
"Kepler-1358 b","Transit",2016
"Kepler-1359 b","Transit",2016
"Kepler-195 b","Transit",2014
"Kepler-198 c","Transit",2014
"Kepler-225 c","Transit",2014
"Kepler-226 b","Transit",2014
"Kepler-224 b","Transit",2014
"Kepler-238 f","Transit",2013
"Kepler-251 e","Transit",2014
"Kepler-253 b","Transit",2014
"Kepler-253 d","Transit",2014
"Kepler-162 c","Transit",2014
"Kepler-1621 b","Transit",2016
"Kepler-1628 b","Transit",2016
"Kepler-163 c","Transit",2014
"Kepler-1638 b","Transit",2016
"Kepler-164 d","Transit",2014
"Kepler-1640 b","Transit",2016
"Kepler-1644 b","Transit",2016
"Kepler-1652 b","Transit",2017
"Kepler-167 e","Transit",2016
"Kepler-1676 b","Transit",2020
"Kepler-176 c","Transit",2014
"Kepler-178 d","Transit",2014
"Kepler-182 c","Transit",2014
"Kepler-186 f","Transit",2014
"Kepler-336 b","Transit",2014
"Kepler-326 c","Transit",2014
"Kepler-327 d","Transit",2014
"Kepler-338 c","Transit",2014
"Kepler-352 b","Transit",2014
"Kepler-352 c","Transit",2014
"Kepler-366 b","Transit",2014
"Kepler-353 c","Transit",2014
"Kepler-381 c","Transit",2014
"Kepler-368 c","Transit",2014
"Kepler-370 c","Transit",2014
"Kepler-371 c","Transit",2014
"Kepler-372 b","Transit",2014
"Kepler-376 c","Transit",2014
"Kepler-328 c","Transit",2013
"Kepler-367 b","Transit",2014
"Kepler-393 b","Transit",2014
"Kepler-396 b","Transit",2013
"Kepler-397 c","Transit",2014
"Kepler-381 b","Transit",2014
"Kepler-399 d","Transit",2014
"Kepler-40 b","Transit",2010
"Kepler-400 c","Transit",2014
"Kepler-401 b","Transit",2014
"Kepler-401 d","Transit",2016
"Kepler-403 c","Transit",2014
"Kepler-405 c","Transit",2014
"Kepler-4 b","Transit",2009
"Kepler-408 b","Transit",2014
"Kepler-394 b","Transit",2014
"Kepler-394 c","Transit",2014
"Kepler-419 b","Transit",2014
"Kepler-431 b","Transit",2015
"Kepler-395 c","Transit",2014
"Kepler-430 c","Transit",2015
"Kepler-43 b","Transit",2011
"Kepler-448 c","Transit Timing Variations",2017
"Kepler-449 b","Transit",2015
"Kepler-430 b","Transit",2015
"Kepler-445 b","Transit",2015
"Kepler-46 b","Transit",2012
"Kepler-463 b","Transit",2016
"Kepler-470 b","Transit",2016
"Kepler-450 b","Transit",2015
"Kepler-450 d","Transit",2015
"Kepler-494 b","Transit",2016
"Kepler-441 b","Transit",2015
"Kepler-49 b","Transit",2012
"Kepler-462 b","Transit",2016
"Kepler-444 e","Transit",2015
"Kepler-446 d","Transit",2015
"Kepler-260 c","Transit",2014
"Kepler-261 b","Transit",2014
"Kepler-269 b","Transit",2014
"Kepler-269 c","Transit",2014
"Kepler-27 b","Transit",2011
"Kepler-28 c","Transit",2011
"Kepler-288 c","Transit",2014
"Kepler-282 e","Transit",2013
"Kepler-292 f","Transit",2014
"Kepler-297 c","Transit",2014
"Kepler-29 c","Transit",2011
"Kepler-298 d","Transit",2014
"Kepler-368 b","Transit",2014
"Kepler-359 d","Transit",2014
"Kepler-291 c","Transit",2014
"Kepler-300 b","Transit",2014
"Kepler-304 c","Transit",2014
"Kepler-305 c","Transit",2013
"Kepler-309 c","Transit",2014
"Kepler-31 d","Transit",2014
"Kepler-36 c","Transit",2012
"Kepler-360 b","Transit",2014
"Kepler-375 b","Transit",2014
"Kepler-362 b","Transit",2014
"Kepler-378 b","Transit",2014
"Kepler-379 b","Transit",2014
"Kepler-302 c","Transit",2014
"Kepler-314 b","Transit",2014
"Kepler-303 c","Transit",2014
"Kepler-315 c","Transit",2014
"Kepler-306 d","Transit",2014
"Kepler-312 c","Transit",2014
"Kepler-32 b","Transit",2011
"Kepler-330 b","Transit",2014
"Kepler-331 b","Transit",2014
"Kepler-331 c","Transit",2014
"Kepler-332 b","Transit",2014
"Kepler-333 b","Transit",2014
"Kepler-339 b","Transit",2014
"Kepler-33 d","Transit",2011
"Kepler-344 b","Transit",2014
"Kepler-338 d","Transit",2014
"Kepler-338 e","Transit Timing Variations",2014
"Kepler-356 c","Transit",2014
"Kepler-357 b","Transit",2014
"Kepler-323 c","Transit",2014
"Kepler-333 c","Transit",2014
"Kepler-334 b","Transit",2014
"Kepler-325 c","Transit",2014
"Kepler-335 b","Transit",2014
"Kepler-360 c","Transit",2014
"Kepler-348 c","Transit",2014
"Kepler-361 b","Transit",2014
"Kepler-349 b","Transit",2014
"Kepler-363 c","Transit",2014
"Kepler-351 b","Transit",2014
"Kepler-380 b","Transit",2014
"Kepler-380 c","Transit",2014
"OGLE-2015-BLG-0954L b","Microlensing",2016
"OGLE-2016-BLG-1195L b","Microlensing",2017
"TOI-451 d","Transit",2020
"TOI-519 b","Transit",2021
"TOI-561 b","Transit",2020
"TOI-564 b","Transit",2020
"TOI-561 e","Transit",2020
"TOI-942 b","Transit",2020
"Teegarden's Star c","Radial Velocity",2019
"TOI-837 b","Transit",2020
"WASP-166 b","Transit",2019
"TrES-1 b","Transit",2004
"WASP-175 b","Transit",2019
"WASP-177 b","Transit",2019
"WASP-18 b","Transit",2009
"WASP-18 c","Transit Timing Variations",2019
"V1298 Tau c","Transit",2019
"WASP-171 b","Transit",2019
"WASP-182 b","Transit",2019
"WASP-187 b","Transit",2020
"WASP-19 b","Transit",2009
"WASP-2 b","Transit",2007
"WASP-28 b","Transit",2014
"WASP-78 b","Transit",2012
"WASP-31 b","Transit",2010
"WASP-33 b","Transit",2010
"WASP-36 b","Transit",2011
"WASP-37 b","Transit",2010
"WASP-4 b","Transit",2007
"WASP-138 b","Transit",2016
"WASP-141 b","Transit",2016
"WASP-150 b","Transit",2020
"WASP-46 b","Transit",2011
"WTS-1 b","Transit",2012
"WASP-81 b","Transit",2017
"WASP-184 b","Transit",2019
"WASP-3 b","Transit",2007
"WASP-39 b","Transit",2011
"WASP-47 c","Radial Velocity",2015
"WASP-47 d","Transit",2015
"WASP-48 b","Transit",2011
